,cost,group,n_met,n_mutual,n_pw_mut,table,chat,room,session
302,6.222222222222223,"(32, 4, 0, 74, 26)",5.0,1.0,20.0,6,5,2,2
303,5.833333333333333,"(68, 43, 37, 28, 50)",4.0,0.0,15.0,7,5,2,2
304,1.7777777777777775,"(5, 25, 51, 82)",2.0,1.0,10.0,0,6,2,2
305,2.9999999999999996,"(14, 53, 50, 20)",2.0,0.0,6.0,1,6,2,2
306,3.4444444444444446,"(21, 46, 56, 4)",3.0,1.0,10.0,2,6,2,2
307,4.444444444444445,"(80, 41, 43, 0)",3.0,0.0,10.0,3,6,2,2
308,6.499999999999999,"(74, 68, 23, 19)",4.0,0.0,3.0,4,6,2,2
309,3.1666666666666665,"(18, 26, 28, 57, 47)",3.0,1.0,15.0,5,6,2,2
310,5.999999999999999,"(32, 71, 16, 31, 54)",4.0,0.0,12.0,6,6,2,2
311,4.388888888888889,"(37, 62, 12, 52, 48)",3.0,0.0,11.0,7,6,2,2
312,2.1666666666666665,"(5, 32, 37, 31)",3.0,2.0,15.0,0,7,2,2
313,4.555555555555555,"(20, 21, 54, 19)",3.0,0.0,8.0,1,7,2,2
314,6.333333333333333,"(0, 52, 41, 62)",4.0,0.0,6.0,2,7,2,2
315,4.722222222222222,"(71, 43, 48, 23)",3.0,0.0,5.0,3,7,2,2
316,6.333333333333333,"(26, 51, 47, 80)",4.0,0.0,6.0,4,7,2,2
317,6.444444444444445,"(4, 12, 28, 82, 14)",5.0,1.0,16.0,5,7,2,2
318,5.833333333333333,"(18, 46, 53, 68, 25)",4.0,0.0,15.0,6,7,2,2
319,6.055555555555555,"(50, 56, 57, 74, 16)",4.0,0.0,11.0,7,7,2,2
