,cost,group,n_met,n_mutual,n_pw_mut,table,chat,room,session
158,2.833333333333333,"(77, 32, 40, 58, 43)",2.0,0.0,9.0,6,7,2,1
159,4.444444444444445,"(4, 76, 29, 65, 1)",3.0,0.0,10.0,7,7,2,1
160,-1.7222222222222223,"(1, 12, 64, 71)",0.0,1.0,13.0,0,0,1,2
161,-1.6666666666666665,"(2, 9, 25, 57)",0.0,1.0,12.0,1,0,1,2
162,-1.6111111111111112,"(55, 77, 78, 81)",0.0,1.0,11.0,2,0,1,2
163,-1.5555555555555556,"(11, 35, 36, 82)",0.0,1.0,10.0,3,0,1,2
164,-1.5555555555555556,"(59, 7, 29, 4)",0.0,1.0,10.0,4,0,1,2
165,-1.4444444444444444,"(50, 56, 65, 73)",0.0,1.0,8.0,5,0,1,2
166,-0.4444444444444444,"(32, 72, 43, 8)",0.0,0.0,8.0,6,0,1,2
167,1.4444444444444442,"(3, 24, 68, 67)",1.0,0.0,4.0,7,0,1,2
168,0.2222222222222221,"(80, 63, 52, 53)",1.0,1.0,8.0,8,0,1,2
169,1.3888888888888888,"(76, 30, 20, 54)",1.0,0.0,5.0,9,0,1,2
170,1.4999999999999998,"(22, 23, 79, 58)",1.0,0.0,3.0,10,0,1,2
171,-0.2777777777777778,"(21, 75, 48, 28)",0.0,0.0,5.0,11,0,1,2
172,-1.7222222222222223,"(12, 22, 36, 55)",0.0,1.0,13.0,0,1,1,2
173,-1.6111111111111112,"(4, 11, 57, 65)",0.0,1.0,11.0,1,1,1,2
174,-1.5555555555555556,"(7, 25, 28, 50)",0.0,1.0,10.0,2,1,1,2
175,-1.5,"(8, 20, 24, 75)",0.0,1.0,9.0,3,1,1,2
176,-1.4444444444444444,"(1, 21, 43, 63)",0.0,1.0,8.0,4,1,1,2
177,-0.2777777777777778,"(54, 2, 80, 79)",0.0,0.0,5.0,5,1,1,2
178,-0.2777777777777778,"(9, 30, 56, 52)",0.0,0.0,5.0,6,1,1,2
179,-0.1111111111111111,"(77, 59, 23, 73)",0.0,0.0,2.0,7,1,1,2
180,-0.3333333333333333,"(78, 58, 68, 64)",0.0,0.0,6.0,8,1,1,2
181,1.833333333333333,"(3, 32, 53, 81)",2.0,1.0,9.0,9,1,1,2
182,3.0555555555555554,"(35, 82, 76, 48)",2.0,0.0,5.0,10,1,1,2
183,1.2777777777777777,"(71, 29, 67, 72)",1.0,0.0,7.0,11,1,1,2
184,-1.5555555555555556,"(11, 12, 20, 48)",0.0,1.0,10.0,0,2,1,2
185,-1.5555555555555556,"(36, 32, 75, 57)",0.0,1.0,10.0,1,2,1,2
186,-1.5,"(67, 8, 25, 77)",0.0,1.0,9.0,2,2,1,2
187,-1.5,"(22, 29, 53, 78)",0.0,1.0,9.0,3,2,1,2
188,-0.2777777777777778,"(21, 68, 9, 71)",0.0,0.0,5.0,4,2,1,2
189,-0.2777777777777778,"(35, 73, 55, 1)",0.0,0.0,5.0,5,2,1,2
190,-1.1102230246251565e-16,"(7, 64, 65, 81)",1.0,1.0,12.0,6,2,1,2
191,1.5555555555555554,"(2, 58, 82, 59)",1.0,0.0,2.0,7,2,1,2
192,1.4999999999999998,"(4, 52, 79, 72)",1.0,0.0,3.0,8,2,1,2
193,1.4999999999999998,"(23, 3, 43, 30)",1.0,0.0,3.0,9,2,1,2
194,1.222222222222222,"(76, 24, 28, 80)",1.0,0.0,8.0,10,2,1,2
195,3.0555555555555554,"(54, 56, 50, 63)",2.0,0.0,5.0,11,2,1,2
196,-1.4444444444444444,"(8, 53, 54, 59)",0.0,1.0,8.0,0,3,1,2
197,-1.166666666666667,"(22, 57, 64, 67)",1.0,2.0,15.0,1,3,1,2
198,-1.1111111111111112,"(25, 56, 12, 82)",1.0,2.0,14.0,2,3,1,2
199,-0.2777777777777778,"(28, 1, 3, 72)",0.0,0.0,5.0,3,3,1,2
200,-0.2777777777777778,"(78, 20, 43, 7)",0.0,0.0,5.0,4,3,1,2
201,-0.2777777777777778,"(81, 23, 50, 21)",0.0,0.0,5.0,5,3,1,2
202,0.05555555555555536,"(4, 71, 2, 55)",1.0,1.0,11.0,6,3,1,2
203,3.0555555555555554,"(52, 76, 65, 63)",2.0,0.0,5.0,7,3,1,2
204,4.833333333333333,"(58, 35, 79, 24)",3.0,0.0,3.0,8,3,1,2
205,1.3333333333333333,"(32, 29, 77, 48)",1.0,0.0,6.0,9,3,1,2
206,1.3333333333333333,"(30, 36, 68, 73)",1.0,0.0,6.0,10,3,1,2
207,0.16666666666666652,"(75, 80, 9, 11)",1.0,1.0,9.0,11,3,1,2
208,-1.5555555555555556,"(4, 36, 56, 80)",0.0,1.0,10.0,0,4,1,2
209,-1.5555555555555556,"(9, 63, 3, 64)",0.0,1.0,10.0,1,4,1,2
210,-1.4444444444444444,"(1, 54, 57, 68)",0.0,1.0,8.0,2,4,1,2
211,-1.4444444444444444,"(12, 21, 24, 72)",0.0,1.0,8.0,3,4,1,2
212,-0.3888888888888889,"(2, 7, 53, 75)",0.0,0.0,7.0,4,4,1,2
213,-1.1102230246251565e-16,"(8, 28, 65, 71)",1.0,1.0,12.0,5,4,1,2
214,1.3333333333333333,"(32, 11, 25, 30)",1.0,0.0,6.0,6,4,1,2
215,3.1111111111111107,"(79, 52, 78, 73)",2.0,0.0,4.0,7,4,1,2
216,0.2222222222222221,"(81, 48, 55, 67)",1.0,1.0,8.0,8,4,1,2
217,-0.16666666666666666,"(43, 29, 35, 50)",0.0,0.0,3.0,9,4,1,2
218,4.888888888888889,"(20, 59, 58, 77)",3.0,0.0,2.0,10,4,1,2
219,6.444444444444444,"(22, 76, 23, 82)",4.0,0.0,4.0,11,4,1,2
220,-1.5,"(3, 4, 25, 35)",0.0,1.0,9.0,0,5,1,2
221,-1.4444444444444444,"(28, 56, 57, 77)",0.0,1.0,8.0,1,5,1,2
222,-0.3888888888888889,"(64, 80, 82, 21)",0.0,0.0,7.0,2,5,1,2
223,0.11111111111111094,"(1, 7, 36, 54)",1.0,1.0,10.0,3,5,1,2
224,0.11111111111111094,"(2, 24, 43, 48)",1.0,1.0,10.0,4,5,1,2
225,1.222222222222222,"(12, 32, 58, 63)",1.0,0.0,8.0,5,5,1,2
226,1.2777777777777777,"(50, 68, 75, 78)",1.0,0.0,7.0,6,5,1,2
227,1.4444444444444442,"(76, 29, 72, 11)",1.0,0.0,4.0,7,5,1,2
228,1.2777777777777777,"(65, 55, 9, 59)",1.0,0.0,7.0,8,5,1,2
229,4.722222222222222,"(71, 67, 79, 73)",3.0,0.0,5.0,9,5,1,2
230,4.611111111111111,"(53, 22, 81, 30)",3.0,0.0,7.0,10,5,1,2
231,3.0555555555555554,"(8, 52, 23, 20)",2.0,0.0,5.0,11,5,1,2
232,-0.3333333333333333,"(63, 29, 24, 36)",0.0,0.0,6.0,0,6,1,2
233,-0.2777777777777778,"(52, 22, 2, 1)",0.0,0.0,5.0,1,6,1,2
234,0.05555555555555536,"(4, 20, 50, 64)",1.0,1.0,11.0,2,6,1,2
235,0.16666666666666652,"(25, 73, 80, 81)",1.0,1.0,9.0,3,6,1,2
236,1.3333333333333333,"(32, 56, 65, 78)",1.0,0.0,6.0,4,6,1,2
237,1.3888888888888888,"(71, 35, 77, 75)",1.0,0.0,5.0,5,6,1,2
238,1.6666666666666665,"(7, 12, 59, 67)",2.0,1.0,12.0,6,6,1,2
239,1.833333333333333,"(54, 48, 9, 55)",2.0,1.0,9.0,7,6,1,2
240,4.777777777777778,"(30, 79, 68, 28)",3.0,0.0,4.0,8,6,1,2
241,3.1666666666666665,"(57, 11, 72, 23)",2.0,0.0,3.0,9,6,1,2
242,1.4444444444444442,"(76, 21, 8, 58)",1.0,0.0,4.0,10,6,1,2
243,8.555555555555555,"(3, 43, 53, 82)",6.0,1.0,8.0,11,6,1,2
244,-1.5,"(20, 63, 81, 82)",0.0,1.0,9.0,0,7,1,2
245,-0.4444444444444444,"(36, 48, 53, 72)",0.0,0.0,8.0,1,7,1,2
246,-0.16666666666666666,"(76, 75, 25, 79)",0.0,0.0,3.0,2,7,1,2
247,0.16666666666666652,"(11, 22, 24, 73)",1.0,1.0,9.0,3,7,1,2
248,1.3333333333333333,"(80, 50, 58, 67)",1.0,0.0,6.0,4,7,1,2
249,1.4444444444444442,"(29, 21, 52, 57)",1.0,0.0,4.0,5,7,1,2
250,2.9999999999999996,"(78, 12, 4, 23)",2.0,0.0,6.0,6,7,1,2
251,6.388888888888888,"(77, 68, 55, 3)",4.0,0.0,5.0,7,7,1,2
252,3.4444444444444446,"(43, 9, 56, 7)",3.0,1.0,10.0,8,7,1,2
253,3.0555555555555554,"(35, 64, 28, 8)",2.0,0.0,5.0,9,7,1,2
254,4.833333333333333,"(2, 1, 59, 30)",3.0,0.0,3.0,10,7,1,2
255,3.4444444444444446,"(32, 54, 71, 65)",3.0,1.0,10.0,11,7,1,2
256,-1.7222222222222223,"(34, 37, 39, 45)",0.0,1.0,13.0,0,0,2,2
257,-1.5,"(5, 62, 51, 18)",0.0,1.0,9.0,1,0,2,2
258,-1.5,"(15, 16, 27, 46)",0.0,1.0,9.0,2,0,2,2
259,-0.16666666666666666,"(6, 61, 19, 44)",0.0,0.0,3.0,3,0,2,2
260,-1.4444444444444444,"(60, 47, 17, 41)",0.0,1.0,8.0,4,0,2,2
261,-2.166666666666667,"(0, 10, 26, 38, 40)",0.0,1.0,21.0,5,0,2,2
262,-1.0555555555555556,"(13, 31, 69, 74, 42)",0.0,0.0,19.0,6,0,2,2
263,-0.8888888888888888,"(66, 14, 33, 49, 70)",0.0,0.0,16.0,7,0,2,2
264,-1.5555555555555556,"(42, 47, 14, 5)",0.0,1.0,10.0,0,1,2,2
265,-0.4444444444444444,"(6, 26, 41, 49)",0.0,0.0,8.0,1,1,2,2
266,0.2222222222222221,"(15, 51, 61, 74)",1.0,1.0,8.0,2,1,2,2
267,-0.3333333333333333,"(69, 40, 44, 70)",0.0,0.0,6.0,3,1,2,2
268,-0.2777777777777778,"(33, 39, 31, 46)",0.0,0.0,5.0,4,1,2,2
269,-1.6111111111111112,"(0, 17, 19, 45, 18)",1.0,2.0,23.0,5,1,2,2
270,-0.7222222222222223,"(10, 37, 13, 66, 16)",1.0,1.0,25.0,6,1,2,2
271,-0.7777777777777778,"(62, 60, 27, 38, 34)",0.0,0.0,14.0,7,1,2,2
272,-1.7222222222222223,"(10, 27, 31, 51)",0.0,1.0,13.0,0,2,2,2
273,-1.5,"(14, 39, 62, 69)",0.0,1.0,9.0,1,2,2,2
274,0.05555555555555536,"(17, 26, 46, 66)",1.0,1.0,11.0,2,2,2,2
275,-0.4444444444444444,"(6, 15, 34, 13)",0.0,0.0,8.0,3,2,2,2
276,1.1666666666666665,"(60, 44, 0, 33)",1.0,0.0,9.0,4,2,2,2
277,0.1666666666666663,"(5, 19, 40, 49, 45)",2.0,2.0,21.0,5,2,2,2
278,-0.6666666666666666,"(18, 37, 47, 70, 61)",0.0,0.0,12.0,6,2,2,2
279,1.0555555555555554,"(16, 38, 41, 74, 42)",1.0,0.0,11.0,7,2,2,2
280,-0.05555555555555569,"(0, 37, 49, 69)",1.0,1.0,13.0,0,3,2,2
281,0.6111111111111108,"(38, 66, 27, 18)",2.0,2.0,13.0,1,3,2,2
282,1.7777777777777775,"(6, 14, 26, 62)",2.0,1.0,10.0,2,3,2,2
283,1.8888888888888886,"(40, 46, 15, 47)",2.0,1.0,8.0,3,3,2,2
284,1.7777777777777775,"(42, 31, 45, 60)",2.0,1.0,10.0,4,3,2,2
285,1.4444444444444442,"(10, 34, 44, 74, 51)",2.0,1.0,16.0,5,3,2,2
286,-0.05555555555555569,"(13, 19, 39, 70, 41)",1.0,1.0,13.0,6,3,2,2
287,2.7777777777777777,"(61, 17, 5, 16, 33)",2.0,0.0,10.0,7,3,2,2
288,0.2222222222222221,"(33, 45, 38, 37)",1.0,1.0,8.0,0,4,2,2
289,1.3333333333333333,"(51, 27, 49, 47)",1.0,0.0,6.0,1,4,2,2
290,3.3333333333333335,"(40, 60, 13, 5)",3.0,1.0,12.0,2,4,2,2
291,4.833333333333333,"(70, 34, 61, 46)",3.0,0.0,3.0,3,4,2,2
292,1.4444444444444442,"(44, 41, 15, 17)",1.0,0.0,4.0,4,4,2,2
293,3.0,"(0, 39, 42, 66, 6)",3.0,1.0,18.0,5,4,2,2
294,4.222222222222222,"(18, 14, 31, 26, 16)",3.0,0.0,14.0,6,4,2,2
295,4.0,"(69, 19, 62, 10, 74)",3.0,0.0,18.0,7,4,2,2
296,0.11111111111111094,"(37, 19, 46, 42)",1.0,1.0,10.0,0,5,2,2
297,1.2777777777777777,"(27, 33, 40, 74)",1.0,0.0,7.0,1,5,2,2
298,3.388888888888889,"(26, 61, 66, 69)",3.0,1.0,11.0,2,5,2,2
299,4.666666666666667,"(17, 6, 47, 51)",3.0,0.0,6.0,3,5,2,2
300,3.1666666666666665,"(70, 16, 34, 62)",2.0,0.0,3.0,4,5,2,2
301,2.166666666666666,"(18, 60, 10, 39, 15)",2.0,0.0,21.0,5,5,2,2
302,4.111111111111111,"(0, 13, 14, 45, 41)",3.0,0.0,16.0,6,5,2,2
303,2.6111111111111107,"(5, 31, 38, 49, 44)",2.0,0.0,13.0,7,5,2,2
304,1.8888888888888886,"(15, 19, 27, 33)",2.0,1.0,8.0,0,6,2,2
305,3.4444444444444446,"(13, 17, 26, 38)",3.0,1.0,10.0,1,6,2,2
